"sentiment","content"
"love","i want Anoop to wish me Happy Birthday"
"love","that's not good to hear!i hope everything is fine..i will keep you ; your family in prayer! I LOVE YOU ISABELA URIBE"
"love","cup cakes are sooo yummy - but would havehave coffee chaser- u know where that can lead"
"love","nd ticket has to be for the same show, though, right?No good for a solo traveler to Vegas."
"love","aww, we will miss you.At least you get to go home right?"
"love","Rachel Alexandra not in Belmontbut appearing in Vogue.Best looking model they've had in years."
"love","Joe and I loveee you."
"love","Wow, its hot and miserable. People are probably killing themselves right about now..."
"love","Kristen i miss you"
"love","How did Daygo from a good budget video (imma put it on her) to such a low budget video (Stadium Music) The end may be near for them"
"love","I wish i had my iPod , i need some jonas . I miss their sexy voicesJB forever !"
"love","i miss my puppies..."
"love","I miss standing next to you..."
"love","i knowi'm tweeting more now though don't you worry!! haha i wish i could fly to ohio! i saw beyonce on monday uhmygawddd!"
"love","help!!"
"love","I love you, though!"
"love","i miss youuu and i wish i was dodging semis with you"
"love","I just wanna be happy"
"love","i wish i was going, cuz i miss you."
"love","Trying to reorganize plans for tonight ugggHopefully it will still be lots 'o fun!"
"love","Didn't win a Lammy last nightbut happy for Scott Sherman, who did. Walked my feet off at BEA today."
"love","...thanks for the shout out...you might be right about the starving thing....little lol"
"love","Scramming a little early. Nibs sounds pathetic."
"love","It isn't easy!Be there for support, it is the best thing you can do is offer your love ; support! Lost both of mine early"
"love","dnt smile...im mad at u"
"love","I love being ignored except to be yelled at. I love my life."
"love","Omg they know so many words now where did the time gohere's some of there words money ball keys."
"love","I hope you get well soon! &lt;"
"love","My cats enjoy the sunbeams from the open windows.I think that counts."
"love","listening to i can't wait - akon feat t pain . i love this song"
"love","I'm come and try to find you and be your fan too"
"love","thksthe follow, andtweets, i returned the love"
"love","thankyou short stack for bringing out a second sydney show,, now im going to bothim so thankful for you guys being so goodur fans"
"love","I love it...that's going to be one of my new fave quotes."
"love","says i gotcards today, from eva n clara. thanks, guys.http://plurk.com/p/rooc"
"love","im back. wooooo!!!i want to have my own press release :|"
"love","Revelation: Strawberries and Nutella taste reeaaalllly good together..."
"love","heading out to (a long)band practice. last one before our first show on Saturday night. Hope it's a good onehttp://digg.com/uMIW"
"love","I just finished first season six feet under"
"love","Last song .. then I really have to go? http://blip.fm/~jbvo"
"love","no I like be able to say it and it be the truth. Instead of some magical mystery tour I get led on."
"love","&lt; KoRn... You guys are champions of the world"
"love","I just added a butt to your name in my phone after I made you go home in the cold. Because I love you!"
"love","I am most honoured to receive a Twit tout en francais. But my French not good enough to pick up les nuances en ...LOL"
"love","Lots of other people are very polite tho and ask if they can approach"
"love","I'm glad that I called him cause our relationship is clear now. Just happy to hear his voices eventhough he's absent from school"
"love","Hello!! sounds very good, you can count on me, I follow you!!!"
"love","Morning.. Coffee and fresh air"
"love",":AM. HAppy birthday little sister of mine. Also, good night Priscilla"
"love","Today celebrating two new people becoming australian citizens. I am hoping for a good dinner."
"love","good to have a (boy)friend like you"
"love","i likee youa lott lott .think you really hot hot () good night"
"love","likes the reports from testers of his new package for Synology diskstationshttp://plurk.com/p/rord"
"love","all good! Take a rest"
"love","glad you liked it-he's done loads of arrangements but that was the only one i could find on blip"
"love","is gonna have an irish wedding"
"love","And U are doing Brilliantly sweetie!!!Blessings and Joy to you!!!"
"love","Have a huge block of snack chocolate here. Tis calling my name already"
"love","I did for years and then moved over to an IBM compatible.Would love to have both on my desk!Can you call me a techie?"
"love","Ohmygosh. I KNOW. That would make my night for SURE. lol.Goodnight!"
"love","Hi I have uploadedcompletely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy"
"love","loves her some worship papers. and had a fantastic day. the Lord is good. and constantly surprises me."
"love","Good mornin twitterers, watching my first naruto of the day and it happens to be the th episodelovely juvely"
"love","fantastic, love all things Krautrock"
"love","To make a long day short--I did nothing. =D well, I had some friends over they just left (:am) We have been drinking since .Smashed"
"love","had a funny time at neball against PLCscore: -. what a game."
"love","lol i know but it was just so funny, ahaha"
"love","The topwords I've tweeted: hug, good, people, fun, twitter. http://tinyurl.com/dcxoty ... that's really quite nice"
"love","loves finding new followers"
"love","oh ok koolkeep me informed bout that checked ur paged its nice"
"love","love sessionof king of queens"
"love","Lol, yesHence my wanting to watch more!"
"love","Aww thank you for asking people to follow me"
"love","Myfavorite things. Fuzzball and Swine Fluhttp://tinyurl.com/dhpol"
"love","Looking at our photo shoot pics...check out our myspace pics to see them...i love them all..."
"love","lol hell yes i'm keen. WE'RE GOING SKIING AT TREBLE CONE SOMETIME THIS WINTER"
"love","u were awesome at the bull and bush the other daycant wait to see u at the loft x"
"love","I just got twitter for my palm&lt;"
"love","working on short story...totally loving one of my secondary characters"
"love","Love is an air-conditioner on a hot day...a heater on a cold day...and a warm body in bed any day-yep, me again"
"love","Thanks to all the new followersWell, I went to a strip club tonight and its am so I'll follow you tomorrow. Much love."
"love","taylor swift's &quot;you belong with me&quot; is so amazing. love the mv!"
"love","i love this girl,she rocks!"
"love","imma talk to ya later ishi goodnight kid"
"love","yea I saw the oil show u put on gotta I likes"
"love","I think I like them all.http://bit.ly/lzRPC"
"love","NiGHT NiGHT MY TWiTTER LOVES ON THE PHONE THEN SLEEP"
"love","I love that Joan Rivers says it's Family First."
"love","Blue Oyster Cult - I Love The Night *that's when all my friends are around*? http://blip.fm/~jdb"
"love","yaay din dins ready"
"love","Hey Wanda great to tweet with u and many thx for the info re dobro and what a fantastic sound. Son House is a fav of mine"
"love","FollowingThese guys could be shifty but worth following regardless."
"love","oh gaha no of course i wasn't offended why would i be?i'd love to play for you some day"
"love","thankyou short stack for bringing out a second sydney show,, now im going to bothim so thankful for you guys being so goodur fans ."
"love",", Heeeey dear! Finally found!"
"love","...... is an awesome band"
"love","OK, a few days old, but I love 's diagram of the mainstream adoption curve http://is.gd/ufIg . &quot;Everyone is doing it&quot;...!"
"love","Thanks for the follow. I'm loving the energy on your site. The spaz in me can't help but be drawn to youhttp://www.ted.me/"
"love","So romantic!!!!I hope you both have an amazing time...and paparazzi don't follow you!!You need more privacy with Dougxoxo"
"love","listen to FTSKthey stop my bordumhaha how was your day? finished crying about Harold? ha xx"
"love","Yay you can eat proper food now!"
"love","your smile"
"love","arhhhhhh robert pattinson iloveyou"
"love","Recovering from a lovely but slightly stressful weekend in France"
"love","beating heat with tea?Try some masala chaas"
"love","In my nice big bed....ipod on play....soft music flowin....sooooon will be in Fancys dream land"
"love","SC will be released before DHopefully!"
"love","may the fourth be with youhappy star wars day."
"love","Thank youI liked Joe's clothes' being ripped off and then Kevin screaming, &quot;Who are you!?!&quot; XD"
"love","i would love to come visit you in Korea.. next flight that is underi am there!"
"love","Excited that I get to add a new listening Exercise to the site.Stay tuned!"
"love","I am thoroughly enjoying my new ringtone"
"love","well - that blows.Sorry to cut it short. It wont work for me. I didnt get to say bye..so goodnight guys - thx for watching!Love u guys"
"love","listening to Lily Allen's last album - it's quite good"
"love","http://twitpic.com/jacy - the lovelies msrane ; i"
"love","i love the feeling of a finishing apage paper"
"love","Listening to comedians like Felicia Michaels, Margaret Cho and Jeff Dunham today"
"love","Seeing lots of my FB friends are friending or becoming fans of Zoozoo (Voda's new face after the pug). Even iLike"
"love","heyy nat! twitter twitter twitter. you'll get used to it hahahalove youuuuuuuuuuu"
"love","Is off to get some dinner"
"love","glad you like them"
"love","Congratulations chap! Pass on our love to Claude"
"love","Just been in that kind of mood, not reason at all. Lol, but I'll try not to be too mushy around you!I can behave!"
"love","Thanks Andrew! It hasn't yet been published, but looking forward to it"
"love","gonna knit a felted heart toy for mum for Mothers Day. she's so great (not really) she loves anything i give herluv ya mummy"
"love","i like you"
